DLY-TMAX-NORMAL,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-TMIN-NORMAL,MTD-PRCP-NORMAL
244,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101201,78,3
239,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101202,73,5
234,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101203,68,8
230,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101204,63,11
225,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101205,58,13
221,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101206,53,16
216,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101207,48,19
212,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101208,44,22
208,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101209,39,24
204,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101210,34,27
200,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101211,30,30
196,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101212,26,32
193,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101213,22,35
189,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101214,18,37
186,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101215,14,39
182,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101216,10,41
179,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101217,7,44
176,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101218,3,46
173,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101219,0,48
170,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101220,-4,50
168,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101221,-7,52
165,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101222,-10,53
162,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101223,-13,55
160,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101224,-15,58
158,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101225,-18,60
156,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101226,-21,62
154,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101227,-23,64
152,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101228,-25,67
150,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101229,-27,69
148,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101230,-29,71
147,GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101231,-31,73
